"Pathway","KO","protein_id","gene","product","Description"
"map02024","K03110","WP_205251263.1","QSJ49_RS00805","signal recognition particle-docking protein FtsY","Quorum sensing"
"map02024","K01897","WP_205251084.1","QSJ49_RS09670","long-chain fatty acid--CoA ligase","Quorum sensing"
"map02024","K03106","WP_010903838.1","QSJ49_RS00795","signal recognition particle protein Srp54","Quorum sensing"
"map02024","K02034","WP_235218850.1","QSJ49_RS00395","ABC transporter permease","Quorum sensing"
"map02024","K02053","WP_235218662.1","QSJ49_RS11445","ABC transporter permease subunit","Quorum sensing"
"map02024","K02052","WP_235218663.1","QSJ49_RS11450","ABC transporter ATP-binding protein","Quorum sensing"
"map02024","K01998","WP_205251589.1","QSJ49_RS04050","hypothetical protein","Quorum sensing"
"map02024","K02032","WP_205251279.1","QSJ49_RS01100","ABC transporter ATP-binding protein","Quorum sensing"
"map02024","K01897","WP_205251840.1","QSJ49_RS06770","long-chain fatty acid--CoA ligase","Quorum sensing"
"map02024","K14645","WP_010903921.1","QSJ49_RS01280","S8 family peptidase","Quorum sensing"
"map02024","K02031","WP_235157166.1","QSJ49_RS00345","ABC transporter ATP-binding protein","Quorum sensing"
"map02024","K02031","WP_205251279.1","QSJ49_RS01100","ABC transporter ATP-binding protein","Quorum sensing"
"map02024","K02033","WP_010903760.1","QSJ49_RS00390","ABC transporter permease","Quorum sensing"
"map02024","K01657","WP_205250900.1","QSJ49_RS07995","anthranilate synthase component I","Quorum sensing"
"map02024","K01657","WP_205251465.1","QSJ49_RS02975","aminodeoxychorismate synthase-2C component I","Quorum sensing"
"map02024","K02032","WP_010903750.1","QSJ49_RS00340","ABC transporter ATP-binding protein","Quorum sensing"
"map02024","K03076","WP_205250922.1","QSJ49_RS08280","preprotein translocase subunit SecY","Quorum sensing"
"map02030","K03406","WP_205251691.1","QSJ49_RS05240","methyl-accepting chemotaxis protein","Bacterial chemotaxis"
"map02030","K03411","WP_136361299.1","QSJ49_RS05275","chemotaxis protein CheD","Bacterial chemotaxis"
"map02030","K03406","WP_205251453.1","QSJ49_RS02870","chemotaxis signal transducer protein MpcT","Bacterial chemotaxis"
"map02030","K03410","WP_010902689.1","QSJ49_RS05285","chemotaxis protein CheC","Bacterial chemotaxis"
"map02030","K03412","WP_136361302.1","QSJ49_RS05295","protein-glutamate methylesterase CheB","Bacterial chemotaxis"
"map02030","K03406","WP_205251635.1","QSJ49_RS04600","chemotaxis signal transducer protein Htr6","Bacterial chemotaxis"
"map02030","K03406","WP_229373347.1","QSJ49_RS07185","methyl-accepting chemotaxis protein","Bacterial chemotaxis"
"map02030","K00575","WP_012289253.1","QSJ49_RS05270","protein-glutamate O-methyltransferase CheR","Bacterial chemotaxis"
"map02030","K03406","WP_176705234.1","QSJ49_RS11510","chemotaxis signal transducer protein Car","Bacterial chemotaxis"
"map02030","K03406","WP_205250944.1","QSJ49_RS08465","sensory rhodopsin II transducer Htr2","Bacterial chemotaxis"
"map02030","K03406","WP_205251642.1","QSJ49_RS04670","chemotaxis signal transducer protein Htr18","Bacterial chemotaxis"
"map02030","K03406","WP_205250928.1","QSJ49_RS08335","methyl-accepting chemotaxis protein","Bacterial chemotaxis"
"map02030","K03406","WP_205250941.1","QSJ49_RS08440","chemotaxis signal transducer protein CosT","Bacterial chemotaxis"
"map02030","K03410","WP_010903169.1","QSJ49_RS07835","chemotaxis protein CheC","Bacterial chemotaxis"
"map02030","K03410","WP_010902688.1","QSJ49_RS05280","chemotaxis protein CheC","Bacterial chemotaxis"
"map02030","K03407","WP_205251694.1","QSJ49_RS05290","chemotaxis protein CheA","Bacterial chemotaxis"
"map02030","K03406","WP_205251933.1","QSJ49_RS07010","methyl-accepting chemotaxis protein","Bacterial chemotaxis"
"map02030","K03408","WP_010902693.1","QSJ49_RS05305","chemotaxis protein CheW","Bacterial chemotaxis"
"map02030","K03406","WP_205251712.1","QSJ49_RS05455","chemotaxis signal transducer protein Htr13","Bacterial chemotaxis"
"map02030","K03406","WP_205250989.1","QSJ49_RS08830","chemotaxis signal transducer protein BasT","Bacterial chemotaxis"
"map02030","K03406","WP_205251640.1","QSJ49_RS04650","chemotaxis signal transducer protein Htr4","Bacterial chemotaxis"
"map02030","K12368","WP_205251280.1","QSJ49_RS01105","ABC transporter substrate-binding protein","Bacterial chemotaxis"
"map02030","K03406","WP_205250940.1","QSJ49_RS08435","chemotaxis signal transducer protein Htr7","Bacterial chemotaxis"
"map02030","K03413","WP_010902692.1","QSJ49_RS05300","chemotaxis protein CheY","Bacterial chemotaxis"
"map02030","K03406","WP_010903109.1","QSJ49_RS07510","chemotaxis signal transducer protein Htr8","Bacterial chemotaxis"
"map02030","K03406","WP_205250907.1","QSJ49_RS08040","sensory rhodopsin I transducer Htr1","Bacterial chemotaxis"
"map02030","K03408","WP_010902667.1","QSJ49_RS05185","chemotaxis protein CheW","Bacterial chemotaxis"
"map02030","K03406","WP_229373395.1","QSJ49_RS03910","methyl-accepting chemotaxis protein","Bacterial chemotaxis"
"map03008","K03538","WP_010903242.1","QSJ49_RS08205","ribonuclease P protein component 1","Ribosome biogenesis in eukaryotes"
"map03008","K07179","WP_010902089.1","QSJ49_RS02245","RIO1 family regulatory kinase/ATPase","Ribosome biogenesis in eukaryotes"
"map03008","K03264","WP_010903842.1","QSJ49_RS00815","translation initiation factor IF-6","Ribosome biogenesis in eukaryotes"
"map03008","K18532","WP_010902737.1","QSJ49_RS05525","adenylate kinase family protein","Ribosome biogenesis in eukaryotes"
"map03008","K07178","WP_012289466.1","QSJ49_RS10365","serine/threonine-protein kinase Rio1","Ribosome biogenesis in eukaryotes"
"map03008","K03537","WP_010902926.1","QSJ49_RS06545","Rpp14/Pop5 family protein","Ribosome biogenesis in eukaryotes"
"map03008","K03539","WP_012289302.1","QSJ49_RS06555","RNase P subunit p30 family protein","Ribosome biogenesis in eukaryotes"
"map03008","K07562","WP_010903850.1","QSJ49_RS00855","60S ribosomal export protein NMD3","Ribosome biogenesis in eukaryotes"
"map03008","K14574","WP_010902925.1","QSJ49_RS06540","ribosome assembly factor SBDS","Ribosome biogenesis in eukaryotes"
"map03008","K14564","WP_235262845.1","QSJ49_RS06120","NOP5/NOP56 family protein","Ribosome biogenesis in eukaryotes"
"map03008","K06943","WP_010903937.1","QSJ49_RS01360","GTPase","Ribosome biogenesis in eukaryotes"
"map03010","K02922","WP_010903091.1","QSJ49_RS07405","50S ribosomal protein L37e","Ribosome"
"map03010","K02991","WP_205251275.1","QSJ49_RS01045","30S ribosomal protein S6e","Ribosome"
"map03010","K02977","WP_010903506.1","QSJ49_RS09595","30S ribosomal protein S27ae","Ribosome"
"map03010","K02984","WP_136361135.1","QSJ49_RS04575","30S ribosomal protein S3ae","Ribosome"
"map03010","K02948","WP_010902814.1","QSJ49_RS05945","30S ribosomal protein S11","Ribosome"
"map03010","K02876","WP_010903256.1","QSJ49_RS08275","uL15m family ribosomal protein","Ribosome"
"map03010","K02910","WP_010903843.1","QSJ49_RS00820","50S ribosomal protein L31e","Ribosome"
"map03010","K02874","WP_010903244.1","QSJ49_RS08215","50S ribosomal protein L14","Ribosome"
"map03010","K02871","WP_010902817.1","QSJ49_RS05965","50S ribosomal protein L13","Ribosome"
"map03010","K02869","WP_010902793.1","QSJ49_RS05830","50S ribosomal protein P1","Ribosome"
"map03010","K02892","WP_010903236.1","QSJ49_RS08175","50S ribosomal protein L23","Ribosome"
"map03010","K02950","WP_010903993.1","QSJ49_RS01650","30S ribosomal protein S12","Ribosome"
"map03010","K02890","WP_010903239.1","QSJ49_RS08190","50S ribosomal protein L22","Ribosome"
"map03010","K02962","WP_010903043.1","QSJ49_RS07155","30S ribosomal protein S17e","Ribosome"
"map03010","K02907","WP_205250921.1","QSJ49_RS08270","50S ribosomal protein L30","Ribosome"
"map03010","K02929","WP_012289179.1","QSJ49_RS03640","50S ribosomal protein L44e","Ribosome"
"map03010","K02952","WP_010902812.1","QSJ49_RS05935","30S ribosomal protein S13","Ribosome"
"map03010","K02912","WP_010903251.1","QSJ49_RS08250","50S ribosomal protein L32e","Ribosome"
"map03010","K02924","WP_010903844.1","QSJ49_RS00825","50S ribosomal protein L39e","Ribosome"
"map03010","K02996","WP_010902818.1","QSJ49_RS05970","30S ribosomal protein S9","Ribosome"
"map03010","K02961","WP_010903243.1","QSJ49_RS08210","30S ribosomal protein S17","Ribosome"
"map03010","K02906","WP_010903234.1","QSJ49_RS08165","50S ribosomal protein L3","Ribosome"
"map03010","K02883","WP_010902816.1","QSJ49_RS05960","50S ribosomal protein L18e","Ribosome"
"map03010","K02936","WP_010902832.1","QSJ49_RS06040","50S ribosomal protein L7Ae","Ribosome"
"map03010","K02896","WP_010902834.1","QSJ49_RS06050","50S ribosomal protein L24e","Ribosome"
"map03010","K02877","WP_010902087.1","QSJ49_RS02235","50S ribosomal protein L15e","Ribosome"
"map03010","K02931","WP_205250920.1","QSJ49_RS08230","50S ribosomal protein L5","Ribosome"
"map03010","K02946","WP_010903985.1","QSJ49_RS01615","30S ribosomal protein S10","Ribosome"
"map03010","K02979","WP_010902833.1","QSJ49_RS06045","30S ribosomal protein S28e","Ribosome"
"map03010","K02881","WP_010903253.1","QSJ49_RS08260","50S ribosomal protein L18","Ribosome"
"map03010","K02995","WP_010903217.1","QSJ49_RS08075","30S ribosomal protein S8e","Ribosome"
"map03010","K02864","WP_010902794.1","QSJ49_RS05835","50S ribosomal protein L10","Ribosome"
"map03010","K02988","WP_010903254.1","QSJ49_RS08265","30S ribosomal protein S5","Ribosome"
"map03010","K02930","WP_205250919.1","QSJ49_RS08170","50S ribosomal protein L4","Ribosome"
"map03010","K02866","WP_010902023.1","QSJ49_RS01905","50S ribosomal protein L16","Ribosome"
"map03010","K02921","WP_012289127.1","QSJ49_RS02435","50S ribosomal protein L37ae","Ribosome"
"map03010","K02982","WP_010903240.1","QSJ49_RS08195","30S ribosomal protein S3","Ribosome"
"map03010","K02904","WP_010903241.1","QSJ49_RS08200","50S ribosomal protein L29","Ribosome"
"map03010","K02889","WP_010902842.1","QSJ49_RS06090","50S ribosomal protein L21e","Ribosome"
"map03010","K02886","WP_010903237.1","QSJ49_RS08180","50S ribosomal protein L2","Ribosome"
"map03010","K02867","WP_010902796.1","QSJ49_RS05845","50S ribosomal protein L11","Ribosome"
"map03010","K02992","WP_010903992.1","QSJ49_RS01645","30S ribosomal protein S7","Ribosome"
"map03010","K02885","WP_010903252.1","QSJ49_RS08255","50S ribosomal protein L19e","Ribosome"
"map03010","K02974","WP_010903507.1","QSJ49_RS09600","30S ribosomal protein S24e","Ribosome"
"map03010","K02966","WP_010903479.1","QSJ49_RS09450","30S ribosomal protein S19e","Ribosome"
"map03010","K02994","WP_010903249.1","QSJ49_RS08240","30S ribosomal protein S8","Ribosome"
"map03010","K02927","WP_010903526.1","QSJ49_RS09695","50S ribosomal protein L40e","Ribosome"
"map03010","K02965","WP_010903238.1","QSJ49_RS08185","30S ribosomal protein S19","Ribosome"
"map03010","K02933","WP_010903250.1","QSJ49_RS08245","50S ribosomal protein L6","Ribosome"
"map03010","K02987","WP_010903246.1","QSJ49_RS08225","30S ribosomal protein S4e","Ribosome"
"map03010","K02986","WP_010902813.1","QSJ49_RS05940","30S ribosomal protein S4","Ribosome"
"map03010","K02967","WP_010902822.1","QSJ49_RS05990","30S ribosomal protein S2","Ribosome"
"map03010","K02863","WP_010902795.1","QSJ49_RS05840","50S ribosomal protein L1","Ribosome"
"map03010","K02895","WP_010903245.1","QSJ49_RS08220","50S ribosomal protein L24","Ribosome"
"map03010","K02978","WP_010902367.1","QSJ49_RS03635","30S ribosomal protein S27e","Ribosome"
"map03013","K03231","WP_010903986.1","QSJ49_RS01620","translation elongation factor EF-1 subunit alpha","Nucleocytoplasmic transport"
"map03013","K07562","WP_010903850.1","QSJ49_RS00855","60S ribosomal export protein NMD3","Nucleocytoplasmic transport"
"map03013","K03231","WP_205250914.1","QSJ49_RS08110","GTPBP1 family GTP-binding protein","Nucleocytoplasmic transport"
"map03015","K03265","WP_012289438.1","QSJ49_RS09930","peptide chain release factor aRF-1","mRNA surveillance pathway"
"map03015","K06965","WP_205250834.1","QSJ49_RS07450","mRNA surveillance protein pelota","mRNA surveillance pathway"
"map03018","K12574","WP_010902826.1","QSJ49_RS06010","ribonuclease J","RNA degradation"
"map03018","K12573","WP_010903984.1","QSJ49_RS01605","ribonuclease R family protein","RNA degradation"
"map03018","K04043","WP_205251519.1","QSJ49_RS03400","molecular chaperone DnaK","RNA degradation"
"map03018","K01689","WP_010902821.1","QSJ49_RS05985","phosphopyruvate hydratase","RNA degradation"
"map03020","K03042","WP_136361011.1","QSJ49_RS01660","DNA-directed RNA polymerase subunit A''","RNA polymerase"
"map03020","K03041","WP_205251314.1","QSJ49_RS01665","DNA-directed RNA polymerase subunit A'","RNA polymerase"
"map03020","K03051","WP_010902841.1","QSJ49_RS06085","RNA polymerase Rpb4 family protein","RNA polymerase"
"map03020","K03007","WP_010902819.1","QSJ49_RS05975","DNA-directed RNA polymerase subunit N","RNA polymerase"
"map03020","K03047","WP_010902815.1","QSJ49_RS05950","DNA-directed RNA polymerase subunit D","RNA polymerase"
"map03020","K03044","WP_136361012.1","QSJ49_RS01670","DNA-directed RNA polymerase subunit B","RNA polymerase"
"map03020","K03045","WP_010903998.1","QSJ49_RS01675","DNA-directed RNA polymerase subunit B''","RNA polymerase"
"map03020","K03049","WP_010903510.1","QSJ49_RS09615","DNA-directed RNA polymerase","RNA polymerase"
"map03020","K03059","WP_010902130.1","QSJ49_RS02430","DNA-directed RNA polymerase subunit P","RNA polymerase"
"map03022","K10843","WP_235157764.1","QSJ49_RS07050","DEAD/DEAH box helicase family protein","Basal transcription factors"
"map03022","K10843","WP_338416997.1","QSJ49_RS11285","DEAD/DEAH box helicase family protein","Basal transcription factors"
"map03022","K03120","WP_010903666.1","QSJ49_RS10410","TATA-box-binding protein","Basal transcription factors"
"map03022","K03124","WP_229373341.1","QSJ49_RS10960","transcription initiation factor IIB family protein","Basal transcription factors"
"map03022","K03124","WP_010902188.1","QSJ49_RS02725","transcription initiation factor IIB","Basal transcription factors"
"map03022","K03136","WP_012289219.1","QSJ49_RS04470","transcription factor","Basal transcription factors"
"map03022","K10844","WP_205251917.1","QSJ49_RS00720","ATP-dependent DNA helicase","Basal transcription factors"
"map03022","K03124","WP_205251131.1","QSJ49_RS10175","transcription initiation factor IIB family protein","Basal transcription factors"
"map03022","K03124","WP_010902609.1","QSJ49_RS04900","transcription initiation factor IIB","Basal transcription factors"
"map03022","K03124","WP_010902144.1","QSJ49_RS02500","transcription initiation factor IIB","Basal transcription factors"
"map03022","K10844","WP_338416937.1","QSJ49_RS06950","ATP-dependent DNA helicase","Basal transcription factors"
"map03022","K03124","WP_010902508.1","QSJ49_RS04375","transcription initiation factor IIB","Basal transcription factors"
"map03030","K02683","WP_205250820.1","QSJ49_RS07300","DNA primase small subunit PriS","DNA replication"
"map03030","K07466","WP_205251358.1","QSJ49_RS02035","single-stranded DNA binding protein","DNA replication"
"map03030","K04801","WP_010903695.1","QSJ49_RS00040","replication factor C small subunit","DNA replication"
"map03030","K10747","WP_205251661.1","QSJ49_RS04950","ATP-dependent DNA ligase LigA","DNA replication"
"map03030","K04801","WP_205251157.1","QSJ49_RS10395","AAA family ATPase","DNA replication"
"map03030","K10726","WP_338416956.1","QSJ49_RS10160","ATP-binding protein","DNA replication"
"map03030","K18882","WP_205251163.1","QSJ49_RS10455","DNA primase regulatory subunit PriL","DNA replication"
"map03030","K02322","WP_235157170.1","QSJ49_RS00310","DNA-directed DNA polymerase II large subunit","DNA replication"
"map03030","K10742","WP_205250831.1","QSJ49_RS07435","DEAD/DEAH box helicase","DNA replication"
"map03030","K02316","WP_205250953.1","QSJ49_RS08545","DNA primase DnaG","DNA replication"
"map03030","K04799","WP_338416933.1","QSJ49_RS06850","flap endonuclease-1","DNA replication"
"map03030","K03469","WP_205251414.1","QSJ49_RS02505","ribonuclease HI","DNA replication"
"map03030","K04802","WP_010903677.1","QSJ49_RS10465","DNA polymerase sliding clamp","DNA replication"
"map03030","K02323","WP_235157071.1","QSJ49_RS00630","DNA-directed DNA polymerase II small subunit","DNA replication"
"map03030","K03470","WP_010903458.1","QSJ49_RS09335","ribonuclease HII","DNA replication"
"map03030","K04800","WP_205252023.1","QSJ49_RS07895","replication factor C large subunit","DNA replication"
"map03050","K03420","WP_012289167.1","QSJ49_RS03480","proteasome-activating nucleotidase","Proteasome"
"map03050","K03432","WP_205251379.1","QSJ49_RS02190","archaeal proteasome endopeptidase complex subunit alpha","Proteasome"
