locus_tag,protein_id,product
ACNO8S_RS20020,WP_420183074.1,hypothetical protein
ACNO8S_RS20025,WP_420183075.1,HNH endonuclease
ACNO8S_RS20030,WP_420183076.1,DUF6610 family protein
ACNO8S_RS20035,NA,PAS domain S-box protein
ACNO8S_RS20040,NA,hypothetical protein
ACNO8S_RS20045,WP_014030649.1,PIN domain-containing protein
ACNO8S_RS20050,WP_004966369.1,antitoxin VapB family protein
ACNO8S_RS20055,WP_023842904.1,PH domain-containing protein
ACNO8S_RS20060,WP_014030648.1,transcriptional regulator
ACNO8S_RS20065,NA,toxin-antitoxin system TumE family protein
ACNO8S_RS20070,WP_014030646.1,hypothetical protein
ACNO8S_RS20075,WP_420183077.1,SbcC/MukB-like Walker B domain-containing protein
ACNO8S_RS20080,WP_050036645.1,hypothetical protein
ACNO8S_RS20085,WP_420183078.1,hypothetical protein
ACNO8S_RS20090,WP_023842902.1,hypothetical protein
ACNO8S_RS20095,NA,type IV secretion system DNA-binding domain-containing protein
ACNO8S_RS20100,WP_420183079.1,restriction endonuclease
ACNO8S_RS20105,WP_420183080.1,ArsR family transcriptional regulator
ACNO8S_RS20110,WP_420183129.1,hypothetical protein
ACNO8S_RS20115,WP_420183081.1,hypothetical protein
ACNO8S_RS20120,WP_023842963.1,hypothetical protein
ACNO8S_RS20125,WP_064287843.1,PIN domain-containing protein
ACNO8S_RS18385,WP_023842898.1,AbrB/MazE/SpoVT family DNA-binding domain-containing protein
ACNO8S_RS16645,WP_420182934.1,IclR family transcriptional regulator
ACNO8S_RS16650,WP_420183005.1,aldehyde dehydrogenase family protein
ACNO8S_RS16655,WP_420182935.1,MFS transporter
ACNO8S_RS16660,WP_420182936.1,carbon-nitrogen hydrolase family protein
ACNO8S_RS16665,WP_008312034.1,hypothetical protein
ACNO8S_RS16670,WP_014031192.1,helix-turn-helix domain-containing protein
ACNO8S_RS16675,WP_014031191.1,hypothetical protein
ACNO8S_RS16680,WP_050006942.1,dihydrofolate reductase
ACNO8S_RS16685,WP_014031189.1,glycine cleavage system protein T
ACNO8S_RS16690,WP_420182937.1,methylenetetrahydrofolate reductase
ACNO8S_RS16695,WP_420182938.1,hypothetical protein
ACNO8S_RS16700,WP_420182939.1,succinylglutamate desuccinylase/aspartoacylase family protein
ACNO8S_RS16705,WP_151147355.1,GcvT family protein
ACNO8S_RS16710,WP_420182940.1,GcvT family protein
ACNO8S_RS16715,WP_420182941.1,threonine ammonia-lyase
ACNO8S_RS16720,WP_014031182.1,universal stress protein
ACNO8S_RS16725,WP_005533017.1,hypothetical protein
ACNO8S_RS16730,WP_050038312.1,BCCT family transporter
ACNO8S_RS16735,WP_050006941.1,hypothetical protein
ACNO8S_RS16740,WP_230458915.1,hypothetical protein
ACNO8S_RS16745,WP_050006940.1,hypothetical protein
ACNO8S_RS16750,WP_420182942.1,dihydropteroate synthase
ACNO8S_RS16755,WP_014031176.1,formate--tetrahydrofolate ligase
ACNO8S_RS16760,WP_064288979.1,cyclodeaminase/cyclohydrolase family protein
ACNO8S_RS16765,WP_064288978.1,cupin domain-containing protein
ACNO8S_RS16770,WP_014031173.1,electron transfer flavoprotein subunit alpha/FixB family protein
ACNO8S_RS16775,WP_420182943.1,electron transfer flavoprotein subunit beta/FixA family protein
ACNO8S_RS16780,WP_420182944.1,GcvT family protein
ACNO8S_RS16785,WP_191449133.1,hypothetical protein
ACNO8S_RS16790,WP_044952811.1,hypothetical protein
ACNO8S_RS16795,WP_014031168.1,rod-determining factor RdfA
ACNO8S_RS16800,WP_023843005.1,archaea-specific SMC-related protein
ACNO8S_RS16805,WP_014031166.1,PTS fructose transporter subunit IIC
ACNO8S_RS16810,WP_191449131.1,PTS sugar transporter subunit IIA
ACNO8S_RS16815,WP_129756317.1,HPr family phosphocarrier protein
ACNO8S_RS16820,WP_420182945.1,phosphoenolpyruvate--protein phosphotransferase
ACNO8S_RS16825,WP_191449129.1,PTS fructose transporter subunit IIB
ACNO8S_RS16830,WP_252718674.1,heparinase II/III family protein
ACNO8S_RS16835,WP_420182946.1,glycosyltransferase family 4 protein
ACNO8S_RS16840,WP_420182947.1,chitin-binding protein
ACNO8S_RS16845,WP_420182948.1,hypothetical protein
ACNO8S_RS16850,WP_420182949.1,Ig-like domain-containing protein
ACNO8S_RS16855,WP_151104156.1,hypothetical protein
ACNO8S_RS16860,WP_420182950.1,hypothetical protein
ACNO8S_RS16865,WP_049943027.1,glycosyltransferase family 4 protein
ACNO8S_RS16870,WP_420182951.1,glycosyltransferase
ACNO8S_RS16875,WP_420182952.1,glycosyltransferase family 2 protein
ACNO8S_RS16880,WP_050006935.1,DUF1616 domain-containing protein
ACNO8S_RS16885,WP_129756234.1,non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase
ACNO8S_RS16890,WP_151104161.1,nucleotide sugar dehydrogenase
ACNO8S_RS16895,WP_129756236.1,glycosyltransferase family 2 protein
ACNO8S_RS16900,WP_420183006.1,NAD-dependent epimerase/dehydratase family protein
ACNO8S_RS16905,WP_420182953.1,glycerate kinase type-2 family protein
ACNO8S_RS16910,WP_420182954.1,DUF362 domain-containing protein
ACNO8S_RS16915,WP_420182955.1,LUD domain-containing protein
ACNO8S_RS16920,WP_420182956.1,LUD domain-containing protein
ACNO8S_RS16925,WP_420182957.1,HEAT repeat domain-containing protein
ACNO8S_RS16930,WP_014031138.1,IclR family transcriptional regulator
ACNO8S_RS16935,WP_014031137.1,galactitol-1-phosphate 5-dehydrogenase
ACNO8S_RS16940,WP_191449118.1,ABC transporter substrate-binding protein
ACNO8S_RS16945,WP_420182958.1,carbohydrate ABC transporter permease
ACNO8S_RS16950,WP_044952797.1,carbohydrate ABC transporter permease
ACNO8S_RS16955,WP_064289109.1,ABC transporter ATP-binding protein
ACNO8S_RS16960,WP_420182959.1,class II aldolase/adducin family protein
ACNO8S_RS16965,WP_420182960.1,rhamnulokinase
ACNO8S_RS16970,WP_420182961.1,SDR family NAD(P)-dependent oxidoreductase
ACNO8S_RS16975,WP_420182962.1,galactonate dehydratase
ACNO8S_RS16980,WP_146417796.1,NAD(P)-dependent alcohol dehydrogenase
ACNO8S_RS16985,WP_008311924.1,LLM class flavin-dependent oxidoreductase
ACNO8S_RS16990,WP_420182963.1,DUF2309 domain-containing protein
ACNO8S_RS16995,WP_420182964.1,proton-conducting transporter membrane subunit
ACNO8S_RS17000,WP_014031125.1,Lrp/AsnC family transcriptional regulator
ACNO8S_RS17005,WP_369802699.1,ABC transporter substrate-binding protein
ACNO8S_RS17010,WP_420182965.1,ABC transporter substrate-binding protein
ACNO8S_RS17015,WP_420182966.1,ABC transporter substrate-binding protein
ACNO8S_RS17020,WP_050038338.1,universal stress protein
ACNO8S_RS17025,WP_014031120.1,sugar porter family MFS transporter
ACNO8S_RS17030,WP_044952795.1,fructosamine kinase family protein
ACNO8S_RS17035,WP_014031118.1,ArsR/SmtB family transcription factor
ACNO8S_RS17040,WP_014031117.1,GbsR/MarR family transcriptional regulator
ACNO8S_RS17045,WP_050038341.1,hypothetical protein
ACNO8S_RS17050,WP_050006925.1,hypothetical protein
ACNO8S_RS17055,WP_014031114.1,DUF2249 domain-containing protein
ACNO8S_RS17060,WP_420182967.1,hypothetical protein
ACNO8S_RS17065,WP_151104175.1,ABC transporter ATP-binding protein
ACNO8S_RS17070,WP_014031111.1,helix-turn-helix transcriptional regulator
ACNO8S_RS17075,WP_129756252.1,hypothetical protein
ACNO8S_RS17080,WP_014031109.1,nitroreductase family protein
ACNO8S_RS17090,WP_420182968.1,universal stress protein
ACNO8S_RS17095,WP_014031107.1,Lrp/AsnC family transcriptional regulator
ACNO8S_RS17100,WP_420182969.1,hypothetical protein
ACNO8S_RS17105,WP_420182970.1,potassium channel family protein
ACNO8S_RS17110,WP_014031104.1,TrkH family potassium uptake protein
ACNO8S_RS17115,WP_420182971.1,hypothetical protein
ACNO8S_RS17120,WP_420182972.1,cytochrome c biogenesis protein CcdA
ACNO8S_RS17125,WP_050007886.1,TlpA family protein disulfide reductase
ACNO8S_RS17130,WP_420182973.1,SCO family protein
ACNO8S_RS17135,WP_008311884.1,universal stress protein
ACNO8S_RS17140,WP_420182974.1,APC family permease
ACNO8S_RS17145,WP_420182975.1,inorganic phosphate transporter
ACNO8S_RS17150,WP_420182976.1,potassium channel family protein
ACNO8S_RS17155,WP_255355560.1,hypothetical protein
ACNO8S_RS17160,WP_014031096.1,hypothetical protein
ACNO8S_RS17165,WP_050038344.1,PQQ-dependent sugar dehydrogenase
ACNO8S_RS17170,WP_151104181.1,ribonuclease HI family protein
ACNO8S_RS17175,WP_050007604.1,NAD(P)/FAD-dependent oxidoreductase
ACNO8S_RS17180,WP_014031092.1,ribbon-helix-helix domain-containing protein
ACNO8S_RS17185,WP_420182977.1,sulfatase-like hydrolase/transferase
ACNO8S_RS17190,WP_050038346.1,universal stress protein
ACNO8S_RS17195,WP_014031089.1,heavy-metal-associated domain-containing protein
ACNO8S_RS17200,WP_420182978.1,MTH865 family protein
ACNO8S_RS17205,WP_008311863.1,hypothetical protein
ACNO8S_RS17210,WP_420183003.1,PQQ-binding-like beta-propeller repeat protein
ACNO8S_RS17215,WP_044952865.1,hypothetical protein
ACNO8S_RS17220,WP_064289089.1,DUF6498-containing protein
ACNO8S_RS17225,WP_420182979.1,SHOCT domain-containing protein
ACNO8S_RS17230,NA,DUF393 domain-containing protein
ACNO8S_RS17235,WP_044952791.1,creatininase family protein
ACNO8S_RS17240,WP_129756328.1,MaoC family dehydratase
ACNO8S_RS17245,WP_420182980.1,sodium-dependent transporter
ACNO8S_RS17250,WP_151147564.1,ABC transporter ATP-binding protein
ACNO8S_RS17255,WP_420182981.1,ABC transporter ATP-binding protein
ACNO8S_RS17260,WP_420182982.1,urea ABC transporter%2C permease protein UrtC
ACNO8S_RS17265,WP_014031074.1,urea ABC transporter%2C permease protein UrtB
ACNO8S_RS17270,WP_420182983.1,urea ABC transporter substrate-binding protein
ACNO8S_RS17275,WP_064289084.1,urease subunit beta
ACNO8S_RS17280,WP_420182984.1,urease subunit alpha
ACNO8S_RS17285,WP_014031070.1,urease subunit gamma
ACNO8S_RS17290,WP_050038356.1,urease accessory protein UreG
ACNO8S_RS17295,WP_420182985.1,urease accessory protein UreD
ACNO8S_RS17300,WP_151147542.1,urease accessory protein UreE
ACNO8S_RS17305,WP_014031066.1,urease accessory protein UreF
ACNO8S_RS17310,WP_420182986.1,class I SAM-dependent methyltransferase
ACNO8S_RS17315,WP_014031064.1,DUF302 domain-containing protein
ACNO8S_RS17320,WP_014031063.1,thioredoxin
ACNO8S_RS17325,WP_191449099.1,M20 family metallopeptidase
ACNO8S_RS17330,WP_008311830.1,YgaP family membrane protein
ACNO8S_RS17335,WP_420182987.1,class I SAM-dependent methyltransferase
ACNO8S_RS17340,WP_420182988.1,sulfurtransferase TusA family protein
ACNO8S_RS17345,WP_420182989.1,NAD(P)/FAD-dependent oxidoreductase
ACNO8S_RS17350,WP_151104196.1,DUF1641 domain-containing protein
ACNO8S_RS17355,WP_050038361.1,DsrE/DsrF/DrsH-like family protein
ACNO8S_RS17360,WP_014031056.1,sulfurtransferase TusA family protein
ACNO8S_RS17365,WP_420182990.1,MBL fold metallo-hydrolase
ACNO8S_RS17370,WP_014031054.1,YeeE/YedE family protein
ACNO8S_RS17375,WP_014031053.1,YeeE/YedE family protein
ACNO8S_RS17380,WP_014031052.1,helix-turn-helix domain-containing protein
ACNO8S_RS17385,WP_420182991.1,thioredoxin
ACNO8S_RS17390,WP_014031050.1,DsrE family protein
ACNO8S_RS17395,WP_420182992.1,TSUP family transporter
ACNO8S_RS17400,WP_014031048.1,FAD-dependent oxidoreductase
ACNO8S_RS17405,WP_420182993.1,calcium-translocating P-type ATPase%2C PMCA-type
ACNO8S_RS17410,WP_014031046.1,pyridoxamine 5'-phosphate oxidase family protein
ACNO8S_RS17415,WP_420182994.1,universal stress protein
ACNO8S_RS17420,WP_014031044.1,DUF2267 domain-containing protein
ACNO8S_RS17425,WP_014031043.1,pyridoxamine 5'-phosphate oxidase family protein
ACNO8S_RS17430,WP_008311793.1,universal stress protein
ACNO8S_RS17435,WP_004595131.1,DUF7471 family protein
ACNO8S_RS17440,WP_420182995.1,nitrous oxide reductase accessory protein NosL
ACNO8S_RS17445,WP_050038369.1,winged helix-turn-helix transcriptional regulator
ACNO8S_RS17450,WP_146417825.1,ABC transporter permease
ACNO8S_RS17455,WP_014031038.1,ABC transporter ATP-binding protein
ACNO8S_RS17460,WP_420182996.1,NosD domain-containing protein
ACNO8S_RS17465,WP_420182997.1,formate dehydrogenase subunit alpha
ACNO8S_RS17470,WP_420182998.1,hypothetical protein
ACNO8S_RS17475,WP_050038375.1,permease
ACNO8S_RS17480,WP_007188436.1,SHOCT domain-containing protein
ACNO8S_RS17485,WP_420182999.1,guanosine monophosphate reductase
ACNO8S_RS17490,WP_014031033.1,ABC transporter substrate-binding protein
ACNO8S_RS17495,WP_064289069.1,alpha/beta fold hydrolase
ACNO8S_RS17500,WP_050038458.1,response regulator
ACNO8S_RS17505,WP_420183000.1,PAS domain-containing protein
ACNO8S_RS17510,WP_420183001.1,glutamate dehydrogenase GdhB
ACNO8S_RS17515,WP_014031028.1,rubrerythrin-like domain-containing protein
ACNO8S_RS17520,WP_420183002.1,bacterio-opsin activator domain-containing protein
ACNO8S_RS17525,WP_050038380.1,Glu/Leu/Phe/Val family dehydrogenase
ACNO8S_RS17530,WP_014031024.1,ribbon-helix-helix protein%2C CopG family
ACNO8S_RS17535,WP_050038381.1,Nramp family divalent metal transporter
ACNO8S_RS17540,WP_420182883.1,hydantoinase/oxoprolinase family protein
ACNO8S_RS17545,WP_420182884.1,hydantoinase B/oxoprolinase family protein
ACNO8S_RS17550,WP_420182885.1,PAS domain-containing protein
ACNO8S_RS17555,WP_014031018.1,DUF4864 domain-containing protein
ACNO8S_RS17560,WP_014031017.1,Na+/H+ antiporter NhaC
ACNO8S_RS17565,WP_146417840.1,IclR family transcriptional regulator
ACNO8S_RS17570,WP_014031015.1,hypothetical protein
ACNO8S_RS17575,WP_420182886.1,ParA family protein
ACNO8S_RS17580,WP_014031013.1,tyrosine-type recombinase/integrase
ACNO8S_RS17585,WP_023842983.1,chromosome partition protein
ACNO8S_RS17590,WP_014031012.1,DUF2270 domain-containing protein
ACNO8S_RS17595,WP_023842982.1,sulfurtransferase TusA family protein
ACNO8S_RS17600,WP_225308153.1,histidine kinase N-terminal 7TM domain-containing protein
ACNO8S_RS17605,WP_023842980.1,UbiA family prenyltransferase
ACNO8S_RS17610,WP_050038460.1,bile acid:sodium symporter family protein
ACNO8S_RS17615,WP_014031007.1,ABC transporter ATP-binding protein
ACNO8S_RS17620,WP_014031006.1,FecCD family ABC transporter permease
ACNO8S_RS17625,WP_044952784.1,ABC transporter substrate-binding protein
ACNO8S_RS17630,WP_008311726.1,lactate utilization protein
ACNO8S_RS17635,WP_014031003.1,TetR/AcrR family transcriptional regulator
ACNO8S_RS17640,WP_151104058.1,efflux RND transporter permease subunit
ACNO8S_RS17645,WP_014031001.1,COG1361 S-layer family protein
ACNO8S_RS17650,WP_008311719.1,TetR/AcrR family transcriptional regulator
ACNO8S_RS17655,WP_236627531.1,hypothetical protein
ACNO8S_RS17660,WP_014030998.1,HalOD1 output domain-containing protein
ACNO8S_RS17665,WP_004594978.1,Cdc6/Cdc18 family protein
ACNO8S_RS17670,WP_420183004.1,helix-turn-helix domain-containing protein
ACNO8S_RS17675,WP_420182887.1,NADH-quinone oxidoreductase subunit B
ACNO8S_RS17680,WP_420182888.1,ABC transporter substrate-binding protein
ACNO8S_RS17685,NA,IS5/IS1182 family transposase
ACNO8S_RS17690,WP_050038462.1,HAD-IIA family hydrolase
ACNO8S_RS17695,WP_014031334.1,D-xylose 1-dehydrogenase Gfo6
ACNO8S_RS17700,WP_079980864.1,alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
ACNO8S_RS17705,WP_420182889.1,DUF7344 domain-containing protein
ACNO8S_RS17710,WP_004515801.1,winged helix-turn-helix domain-containing protein
ACNO8S_RS17715,WP_064289055.1,CARDB domain-containing protein
ACNO8S_RS17720,WP_420182890.1,glycosyltransferase family 2 protein
ACNO8S_RS17725,WP_064289054.1,DUF1616 domain-containing protein
ACNO8S_RS17730,WP_420182891.1,glycosyltransferase
ACNO8S_RS17735,WP_191449581.1,asparagine synthase (glutamine-hydrolyzing)
ACNO8S_RS17740,WP_420182892.1,glycosyltransferase family 4 protein
ACNO8S_RS17745,WP_014031325.1,hypothetical protein
ACNO8S_RS17750,WP_044952851.1,glycosyltransferase family 2 protein
ACNO8S_RS17755,WP_014031323.1,sulfatase-like hydrolase/transferase
ACNO8S_RS17760,WP_014031322.1,glycosyltransferase
ACNO8S_RS17765,WP_014031321.1,hypothetical protein
ACNO8S_RS17770,WP_014031320.1,hypothetical protein
ACNO8S_RS17775,WP_420182893.1,carbohydrate-binding domain-containing protein
ACNO8S_RS17780,WP_050038463.1,hypothetical protein
ACNO8S_RS17785,WP_014031317.1,lipopolysaccharide biosynthesis protein
ACNO8S_RS17790,WP_050038394.1,Gfo/Idh/MocA family protein
ACNO8S_RS17795,WP_151104070.1,glycosyltransferase family 2 protein
ACNO8S_RS17800,WP_064289048.1,UTP--glucose-1-phosphate uridylyltransferase AglF
ACNO8S_RS17805,WP_044952849.1,DUF7344 domain-containing protein
ACNO8S_RS17810,WP_014031309.1,HalOD1 output domain-containing protein
ACNO8S_RS17815,WP_146417856.1,GAF domain-containing protein
ACNO8S_RS17820,WP_420182894.1,rod-determining factor RdfA
ACNO8S_RS17825,WP_420182895.1,archaea-specific SMC-related protein
ACNO8S_RS17830,WP_420182896.1,hypothetical protein
ACNO8S_RS17835,WP_420182897.1,NAD(+) synthase
ACNO8S_RS17840,WP_008312056.1,30S ribosomal protein S17e
ACNO8S_RS17845,WP_420182898.1,5'-deoxyadenosine deaminase
ACNO8S_RS17850,WP_008312058.1,Rid family detoxifying hydrolase
ACNO8S_RS17855,WP_420182899.1,nucleotidyltransferase family protein
ACNO8S_RS17860,WP_420182900.1,selenium cofactor biosynthesis protein YqeC
ACNO8S_RS17865,WP_008312065.1,sulfurtransferase TusA family protein
ACNO8S_RS17870,WP_420182901.1,selenide%2C water dikinase SelD
ACNO8S_RS17875,WP_420182902.1,selenium-dependent molybdenum cofactor biosynthesis protein YqeB
ACNO8S_RS17880,WP_023843018.1,hypothetical protein
ACNO8S_RS17885,WP_014031294.1,DsrE family protein
ACNO8S_RS17890,WP_014031293.1,DsrE/DsrF/TusD sulfur relay family protein
ACNO8S_RS17895,WP_151104078.1,xanthine dehydrogenase family protein molybdopterin-binding subunit
ACNO8S_RS17900,WP_050038404.1,(2Fe-2S)-binding protein
ACNO8S_RS17905,WP_420182903.1,xanthine dehydrogenase family protein molybdopterin-binding subunit
ACNO8S_RS17910,WP_014031287.1,(2Fe-2S)-binding protein
ACNO8S_RS17915,WP_151104081.1,Zn-dependent hydrolase
ACNO8S_RS17920,WP_151104082.1,N-acyl-D-amino-acid deacylase family protein
ACNO8S_RS17925,WP_151104083.1,BMP family ABC transporter substrate-binding protein
ACNO8S_RS17930,WP_420182904.1,BMP family ABC transporter substrate-binding protein
ACNO8S_RS17935,WP_420182905.1,ABC transporter ATP-binding protein
ACNO8S_RS17940,WP_014031281.1,ABC transporter permease
ACNO8S_RS17945,WP_420182906.1,ABC transporter permease
ACNO8S_RS17950,WP_420182907.1,LLM class flavin-dependent oxidoreductase
ACNO8S_RS17955,WP_151104088.1,threonine synthase
ACNO8S_RS17960,WP_420182908.1,dihydroorotase
ACNO8S_RS17965,WP_420182909.1,amidohydrolase family protein
ACNO8S_RS17970,WP_014031275.1,hypothetical protein
ACNO8S_RS17975,WP_014031274.1,hypothetical protein
ACNO8S_RS17980,WP_146417873.1,hypothetical protein
ACNO8S_RS17985,WP_014031272.1,hypothetical protein
ACNO8S_RS17990,WP_420182910.1,bacteriohemerythrin
ACNO8S_RS17995,WP_050038415.1,pyridoxamine 5'-phosphate oxidase family protein
ACNO8S_RS18000,WP_225306822.1,SHOCT domain-containing protein
ACNO8S_RS18005,WP_014031268.1,class I SAM-dependent methyltransferase
ACNO8S_RS18010,WP_005532887.1,DUF7571 family protein
ACNO8S_RS18015,WP_014031267.1,DMT family transporter
ACNO8S_RS18020,WP_420182911.1,carotenoid oxygenase family protein
ACNO8S_RS18025,WP_151104096.1,NAD(P)/FAD-dependent oxidoreductase
ACNO8S_RS18030,WP_420182912.1,FecCD family ABC transporter permease
ACNO8S_RS18035,WP_420182913.1,ABC transporter ATP-binding protein
ACNO8S_RS18040,WP_420182914.1,ABC transporter substrate-binding protein
ACNO8S_RS18045,WP_151104117.1,zinc-dependent alcohol dehydrogenase family protein
ACNO8S_RS18050,WP_064289022.1,FAD-dependent oxidoreductase
ACNO8S_RS18055,WP_050006951.1,hypothetical protein
ACNO8S_RS18060,WP_151104116.1,ThuA domain-containing protein
ACNO8S_RS18065,WP_129756301.1,L-lactate permease
ACNO8S_RS18070,WP_420182915.1,FAD-binding and (Fe-S)-binding domain-containing protein
ACNO8S_RS18075,WP_151147416.1,hypothetical protein
ACNO8S_RS18080,WP_050038426.1,Nramp family divalent metal transporter
ACNO8S_RS18085,WP_014031253.1,helix-turn-helix transcriptional regulator
ACNO8S_RS18090,WP_050038427.1,metallophosphoesterase
ACNO8S_RS18095,WP_191907495.1,alcohol dehydrogenase
ACNO8S_RS18100,WP_008312162.1,M48 family metallopeptidase
ACNO8S_RS18105,WP_014031250.1,hypothetical protein
ACNO8S_RS18110,WP_252718743.1,hypothetical protein
ACNO8S_RS18115,WP_420182916.1,hypothetical protein
ACNO8S_RS18120,WP_080510111.1,aldo/keto reductase
ACNO8S_RS18125,WP_064289122.1,DMT family transporter
ACNO8S_RS18130,WP_420182917.1,NAD(P)-binding oxidoreductase
