locus_tag,protein_id,product
ACAH01_RS14675,WP_170093389.1,GTP cyclohydrolase IIa
ACAH01_RS14680,WP_170093388.1,zinc-binding alcohol dehydrogenase
ACAH01_RS14685,WP_372479685.1,6-pyruvoyl tetrahydropterin synthase family protein
ACAH01_RS14690,WP_346775225.1,class I SAM-dependent methyltransferase
ACAH01_RS14695,WP_372479686.1,metal-dependent hydrolase
ACAH01_RS14700,WP_372479687.1,AAA family ATPase
ACAH01_RS14705,WP_372479688.1,HTH domain-containing protein
ACAH01_RS14710,WP_372480811.1,heme-binding protein
ACAH01_RS14715,WP_372479689.1,hypothetical protein
ACAH01_RS14720,WP_170093382.1,iron-sulfur cluster assembly scaffold protein
ACAH01_RS14725,WP_372479690.1,hypothetical protein
ACAH01_RS14730,WP_372479691.1,hypothetical protein
ACAH01_RS14735,WP_372479693.1,4-demethylwyosine synthase TYW1
ACAH01_RS14740,WP_372479694.1,YccF domain-containing protein
ACAH01_RS14745,WP_372479695.1,hypothetical protein
ACAH01_RS14750,WP_372479696.1,HGGxSTG domain-containing protein
ACAH01_RS14755,WP_372479697.1,hypothetical protein
ACAH01_RS14760,WP_372479698.1,hypothetical protein
ACAH01_RS14765,WP_372479699.1,phage/plasmid primase%2C P4 family
ACAH01_RS14770,WP_372479700.1,tyrosine-type recombinase/integrase
ACAH01_RS14775,NA,4-demethylwyosine synthase TYW1
ACAH01_RS14780,WP_170093377.1,hypothetical protein
ACAH01_RS14785,WP_372479701.1,type IV pilin N-terminal domain-containing protein
ACAH01_RS14790,WP_170093375.1,ATP-dependent DNA helicase
ACAH01_RS14795,WP_372479702.1,hypothetical protein
ACAH01_RS14800,WP_372479704.1,hypothetical protein
ACAH01_RS14805,WP_372479705.1,class I SAM-dependent methyltransferase family protein
ACAH01_RS14810,WP_372479706.1,PQQ-binding-like beta-propeller repeat protein
ACAH01_RS14815,WP_372479707.1,60S ribosomal export protein NMD3
ACAH01_RS14820,WP_372479708.1,TspO/MBR family protein
ACAH01_RS14825,WP_372479709.1,zinc metalloprotease HtpX
ACAH01_RS14830,WP_372479710.1,HEAT repeat domain-containing protein
ACAH01_RS14835,WP_372479711.1,hypothetical protein
ACAH01_RS14840,WP_153552334.1,oligopeptide/dipeptide ABC transporter ATP-binding protein
ACAH01_RS14845,WP_372479712.1,ABC transporter ATP-binding protein
ACAH01_RS14850,WP_372480812.1,ABC transporter permease
ACAH01_RS14855,WP_372479713.1,ABC transporter permease
ACAH01_RS14860,WP_372479714.1,ABC transporter substrate-binding protein
ACAH01_RS14865,WP_170093364.1,hypothetical protein
ACAH01_RS14870,WP_255317999.1,hypothetical protein
ACAH01_RS14875,WP_372479715.1,alpha/beta hydrolase
ACAH01_RS14880,WP_153552327.1,DNA repair and recombination protein RadA
ACAH01_RS14885,WP_153552326.1,TrkA family potassium uptake protein
ACAH01_RS14890,WP_372479716.1,DUF99 family protein
ACAH01_RS14895,WP_018257335.1,DUF5786 family protein
ACAH01_RS14900,WP_170093360.1,MBL fold metallo-hydrolase
ACAH01_RS14905,WP_153552323.1,hypothetical protein
ACAH01_RS14910,WP_372479717.1,hypothetical protein
ACAH01_RS14915,WP_170093358.1,SDR family oxidoreductase
ACAH01_RS14920,WP_153552320.1,non-canonical purine NTP pyrophosphatase
ACAH01_RS14925,WP_015762147.1,DUF5808 domain-containing protein
ACAH01_RS14930,WP_170093357.1,universal stress protein
ACAH01_RS14935,WP_372479718.1,bifunctional N(6)-L-threonylcarbamoyladenine synthase/serine/threonine protein kinase
ACAH01_RS14940,WP_015762144.1,30S ribosomal protein S27ae
ACAH01_RS14945,WP_015762143.1,30S ribosomal protein S24e
ACAH01_RS14950,WP_372479719.1,hypothetical protein
ACAH01_RS14955,WP_170093355.1,HTH domain-containing protein
ACAH01_RS14960,WP_372479720.1,NAD(+) synthase
ACAH01_RS14965,WP_372479721.1,aldo/keto reductase
ACAH01_RS14970,WP_153552311.1,cyclic nucleotide-binding/CBS domain-containing protein
ACAH01_RS14975,WP_372479722.1,YkgJ family cysteine cluster protein
ACAH01_RS14980,WP_372479723.1,SDR family NAD(P)-dependent oxidoreductase
ACAH01_RS14985,WP_372479724.1,hypothetical protein
ACAH01_RS14990,WP_372479725.1,aldo/keto reductase
ACAH01_RS14995,WP_153552306.1,VOC family protein
ACAH01_RS15000,WP_372479726.1,NAD+ synthase
ACAH01_RS15005,WP_170093348.1,DUF3105 domain-containing protein
ACAH01_RS15010,WP_372479728.1,enoyl-CoA hydratase/isomerase family protein
ACAH01_RS15015,WP_170093346.1,hypothetical protein
ACAH01_RS15025,WP_372479729.1,M48 family metallopeptidase
ACAH01_RS15030,WP_372479730.1,alpha/beta fold hydrolase
ACAH01_RS15035,WP_372479731.1,HD domain-containing protein
ACAH01_RS15040,WP_372479732.1,excinuclease ABC subunit UvrB
ACAH01_RS15045,WP_372479733.1,hypothetical protein
ACAH01_RS15050,WP_372479734.1,DUF106 domain-containing protein
ACAH01_RS15055,WP_372479735.1,STAS/SEC14 domain-containing protein
ACAH01_RS15060,WP_372479736.1,amidohydrolase family protein
ACAH01_RS15065,WP_372479737.1,rubrerythrin family protein
ACAH01_RS15070,WP_372479738.1,NADPH-dependent FMN reductase
ACAH01_RS15075,WP_170093338.1,hypothetical protein
ACAH01_RS15080,WP_372479739.1,HAMP domain-containing protein
ACAH01_RS15085,WP_372479740.1,hypothetical protein
ACAH01_RS15090,WP_372479741.1,sulfurtransferase
ACAH01_RS15095,WP_372479742.1,sulfurtransferase
ACAH01_RS15100,WP_170093332.1,AI-2E family transporter
ACAH01_RS15105,WP_372479743.1,polymer-forming cytoskeletal protein
ACAH01_RS15110,WP_208627718.1,ubiquitin-like small modifier protein 2
ACAH01_RS15115,WP_372480813.1,GNAT family N-acetyltransferase
ACAH01_RS15120,WP_372479744.1,phosphoglucomutase/phosphomannomutase family protein
ACAH01_RS15125,WP_153552258.1,GIY-YIG nuclease family protein
ACAH01_RS15130,WP_372479745.1,nickel pincer cofactor biosynthesis protein LarB
ACAH01_RS15135,WP_015762108.1,DNA-binding protein
ACAH01_RS15140,WP_170093327.1,ribose-5-phosphate isomerase RpiA
ACAH01_RS15145,WP_170093326.1,hypothetical protein
ACAH01_RS15150,WP_170093325.1,hypothetical protein
ACAH01_RS15155,WP_372479746.1,phosphoglucosamine mutase
ACAH01_RS15160,WP_153552253.1,hypothetical protein
ACAH01_RS15165,WP_208627711.1,DUF2391 family protein
ACAH01_RS15170,WP_208627710.1,hypothetical protein
ACAH01_RS15175,WP_372479747.1,class I SAM-dependent methyltransferase
ACAH01_RS15180,WP_170093321.1,replication factor C small subunit
ACAH01_RS15185,WP_372479748.1,hypothetical protein
ACAH01_RS15190,WP_153552248.1,hypothetical protein
ACAH01_RS15195,WP_372479749.1,DUF6789 family protein
ACAH01_RS15200,WP_372479750.1,alanine--tRNA ligase
ACAH01_RS15205,WP_372479751.1,DUF4013 domain-containing protein
ACAH01_RS15210,WP_372479752.1,alpha/beta fold hydrolase
ACAH01_RS15215,WP_170093316.1,type 1 glutamine amidotransferase
ACAH01_RS15220,WP_372479753.1,HPP family protein
ACAH01_RS15225,WP_372479081.1,IS6 family transposase
ACAH01_RS15230,WP_372479754.1,acyl-CoA dehydrogenase family protein
ACAH01_RS15235,WP_372479755.1,hypothetical protein
ACAH01_RS15240,WP_170093314.1,DUF6757 family protein
ACAH01_RS15245,WP_372479756.1,PHP domain-containing protein
ACAH01_RS15250,WP_170093312.1,DUF2795 domain-containing protein
ACAH01_RS15255,WP_208627698.1,hypothetical protein
ACAH01_RS15260,WP_153552101.1,DUF120 domain-containing protein
ACAH01_RS15265,WP_372479757.1,3%2C4-dihydroxy-2-butanone-4-phosphate synthase
ACAH01_RS15270,WP_372479758.1,hypothetical protein
ACAH01_RS15275,WP_206039123.1,branched-chain amino acid transaminase
ACAH01_RS15280,WP_153552104.1,DUF502 domain-containing protein
ACAH01_RS15285,WP_372479759.1,proline dehydrogenase family protein
ACAH01_RS15290,WP_170093306.1,CDP-2%2C3-bis-(O-geranylgeranyl)-sn-glycerol synthase
ACAH01_RS15295,WP_372479760.1,hydroxymethylbilane synthase
ACAH01_RS15300,WP_372479761.1,uroporphyrinogen-III C-methyltransferase
ACAH01_RS15305,WP_372479762.1,uroporphyrinogen-III synthase
ACAH01_RS15310,WP_372479763.1,hypothetical protein
ACAH01_RS15315,NA,IS6 family transposase
ACAH01_RS15320,NA,transposase
ACAH01_RS15325,WP_372479764.1,hypothetical protein
ACAH01_RS15330,WP_372479765.1,hypothetical protein
ACAH01_RS15335,NA,IS6 family transposase
ACAH01_RS15340,WP_372479766.1,sulfatase
ACAH01_RS15345,WP_170093299.1,lysylphosphatidylglycerol synthase transmembrane domain-containing protein
ACAH01_RS15350,NA,2-dehydropantoate 2-reductase
ACAH01_RS15355,WP_372479767.1,ketopantoate reductase family protein
ACAH01_RS15360,WP_372479768.1,hypothetical protein
ACAH01_RS15365,WP_372479769.1,rubredoxin-like domain-containing protein
ACAH01_RS15370,WP_170093294.1,hypothetical protein
ACAH01_RS15375,WP_372479770.1,homoserine O-acetyltransferase
ACAH01_RS15380,WP_170093292.1,O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein
ACAH01_RS15385,WP_372479771.1,transglutaminaseTgpA domain-containing protein
ACAH01_RS15390,WP_372479772.1,hypothetical protein
ACAH01_RS15395,WP_372479773.1,DUF58 domain-containing protein
ACAH01_RS15400,WP_372479774.1,hypothetical protein
ACAH01_RS15405,WP_372479775.1,AAA family ATPase
ACAH01_RS15410,WP_372479776.1,hypothetical protein
ACAH01_RS15415,WP_372479777.1,DUF4397 domain-containing protein
ACAH01_RS15420,WP_372479778.1,alanine--glyoxylate aminotransferase family protein
ACAH01_RS15425,WP_372479780.1,methyl-accepting chemotaxis protein
ACAH01_RS15430,WP_372479781.1,rhodopsin
ACAH01_RS15435,WP_372479782.1,hypothetical protein
ACAH01_RS15440,WP_372479783.1,NAD-dependent DNA ligase LigA
ACAH01_RS15445,WP_372479784.1,ABC transporter permease
ACAH01_RS15450,WP_170093280.1,ABC transporter ATP-binding protein
ACAH01_RS15455,WP_208627670.1,hypothetical protein
ACAH01_RS15460,WP_153552130.1,hypothetical protein
ACAH01_RS15465,WP_372479785.1,hypothetical protein
ACAH01_RS15470,WP_372479786.1,hypothetical protein
ACAH01_RS15475,WP_372479787.1,universal stress protein
ACAH01_RS15480,WP_372479788.1,APC family permease
ACAH01_RS15485,WP_372479789.1,excinuclease ABC subunit C
ACAH01_RS15490,WP_372479790.1,DUF5784 family protein
ACAH01_RS15495,WP_015762043.1,DUF5786 family protein
ACAH01_RS15500,WP_153552137.1,hypothetical protein
ACAH01_RS15505,WP_372479791.1,NAD(P)H-binding protein
ACAH01_RS15510,WP_372479792.1,ribonuclease Z
ACAH01_RS15515,WP_372479793.1,aldo/keto reductase
ACAH01_RS15520,WP_170093269.1,CPBP family intramembrane glutamic endopeptidase
ACAH01_RS15525,WP_372479794.1,acyltransferase
ACAH01_RS15530,WP_372479795.1,hypothetical protein
ACAH01_RS15535,WP_372479796.1,RAD55 family ATPase
ACAH01_RS15540,WP_372479797.1,hypothetical protein
ACAH01_RS15545,WP_153552145.1,hypothetical protein
ACAH01_RS15550,WP_372479798.1,DHHA1 domain-containing protein
ACAH01_RS15555,WP_015762031.1,hypothetical protein
ACAH01_RS15560,WP_170093263.1,bacteriorhodopsin
ACAH01_RS15565,NA,IS6 family transposase
ACAH01_RS15570,WP_372479799.1,hypothetical protein
ACAH01_RS15575,NA,uracil-DNA glycosylase
ACAH01_RS15580,WP_170093261.1,DUF4177 domain-containing protein
ACAH01_RS15585,WP_372479800.1,isoleucine--tRNA ligase
ACAH01_RS15590,WP_004061491.1,hypothetical protein
ACAH01_RS15595,WP_372479801.1,helix-turn-helix domain-containing protein
ACAH01_RS15600,WP_372479802.1,hypothetical protein
ACAH01_RS15605,WP_372479803.1,hypothetical protein
ACAH01_RS15610,WP_372479804.1,secondary thiamine-phosphate synthase enzyme YjbQ
ACAH01_RS15615,WP_153552151.1,HIT family protein
ACAH01_RS15620,WP_170093257.1,ParA family protein
ACAH01_RS15625,WP_170093256.1,hypothetical protein
ACAH01_RS15630,WP_372479805.1,transcription initiation factor IIB family protein
ACAH01_RS15635,WP_170093254.1,MinD/ParA family protein
ACAH01_RS15640,WP_372479806.1,hypothetical protein
ACAH01_RS15645,WP_372479807.1,hypothetical protein
ACAH01_RS15650,WP_153552158.1,hypothetical protein
ACAH01_RS15655,WP_372479808.1,hypothetical protein
ACAH01_RS15660,WP_170093250.1,hypothetical protein
ACAH01_RS15665,WP_372479810.1,LAGLIDADG family homing endonuclease
ACAH01_RS15670,WP_372479811.1,hypothetical protein
ACAH01_RS15680,WP_372480814.1,SLC13 family permease
ACAH01_RS15685,WP_208627642.1,DEAD/DEAH box helicase
ACAH01_RS15690,WP_372479812.1,DUF4013 domain-containing protein
ACAH01_RS15695,WP_372479813.1,hypothetical protein
ACAH01_RS15700,WP_372479814.1,site-2 protease family protein
ACAH01_RS15705,WP_372479815.1,HNH endonuclease
ACAH01_RS15715,WP_372479816.1,DUF5814 domain-containing protein
ACAH01_RS15720,WP_015762002.1,hypothetical protein
ACAH01_RS15725,WP_153552168.1,RPA family protein
ACAH01_RS15730,WP_372479817.1,replication factor A
ACAH01_RS15735,WP_015761999.1,hypothetical protein
ACAH01_RS15740,WP_372479818.1,mannose-1-phosphate guanylyltransferase
ACAH01_RS15745,WP_153552173.1,hypothetical protein
ACAH01_RS15750,WP_170093213.1,SDR family oxidoreductase
ACAH01_RS15755,WP_372479819.1,lipopolysaccharide biosynthesis protein
ACAH01_RS15760,WP_372479820.1,TRAM domain-containing protein
ACAH01_RS15765,WP_372479821.1,SWIM zinc finger family protein
ACAH01_RS15770,WP_372479822.1,pirin family protein
ACAH01_RS15775,WP_153552179.1,23S rRNA (uridine(2552)-2'-O)-methyltransferase
ACAH01_RS15780,WP_372479824.1,BMP family protein
ACAH01_RS15785,WP_372479825.1,methyl-accepting chemotaxis protein
ACAH01_RS15790,WP_372479826.1,copper-containing nitrite reductase
ACAH01_RS15795,WP_153552181.1,DNA polymerase sliding clamp
ACAH01_RS15800,WP_372479827.1,GIDE domain-containing protein
ACAH01_RS15805,WP_170093186.1,hypothetical protein
ACAH01_RS15810,WP_372479829.1,hypothetical protein
ACAH01_RS15815,WP_372479830.1,universal stress protein
ACAH01_RS15820,WP_372479831.1,helix-hairpin-helix domain-containing protein
ACAH01_RS15825,WP_208627620.1,plastocyanin/azurin family copper-binding protein
ACAH01_RS15830,WP_372479832.1,ABC transporter permease
ACAH01_RS15835,WP_372479833.1,lysostaphin resistance A-like protein
ACAH01_RS15840,WP_170093179.1,hypothetical protein
ACAH01_RS15850,WP_372480878.1,anion permease
ACAH01_RS15855,WP_372480953.1,YeeE/YedE family protein
ACAH01_RS15860,WP_372480879.1,YeeE/YedE family protein
ACAH01_RS15865,WP_372480880.1,MBL fold metallo-hydrolase
ACAH01_RS15870,WP_208628509.1,sulfurtransferase TusA family protein
ACAH01_RS15875,WP_372480881.1,DsrE/DsrF/DrsH-like family protein
ACAH01_RS15880,WP_372480882.1,bacterio-opsin activator domain-containing protein
ACAH01_RS15885,WP_018258903.1,rubrerythrin-like domain-containing protein
ACAH01_RS15890,WP_170092883.1,glutamate dehydrogenase GdhB
ACAH01_RS15895,WP_372480883.1,PAS domain-containing protein
ACAH01_RS15900,WP_170092881.1,globin-coupled sensor protein
ACAH01_RS15905,WP_170092880.1,hypothetical protein
ACAH01_RS15910,WP_372480884.1,sulfite exporter TauE/SafE family protein
ACAH01_RS15915,WP_372480885.1,heavy metal translocating P-type ATPase
ACAH01_RS15920,WP_153555112.1,halocyanin
ACAH01_RS15925,WP_153555088.1,cytochrome C oxidase subunit II
ACAH01_RS15930,WP_372480886.1,b(o/a)3-type cytochrome-c oxidase subunit 1
ACAH01_RS15935,WP_372480887.1,helix-turn-helix domain-containing protein
ACAH01_RS15940,WP_018258893.1,hypothetical protein
ACAH01_RS15945,WP_372480888.1,FAD-binding domain-containing protein
ACAH01_RS15950,WP_372480889.1,hypothetical protein
ACAH01_RS15955,WP_372480890.1,hypothetical protein
ACAH01_RS15960,WP_153555091.1,hypothetical protein
ACAH01_RS15965,WP_153555092.1,helix-turn-helix domain-containing protein
ACAH01_RS15970,WP_372480891.1,hypothetical protein
ACAH01_RS15975,WP_372480892.1,DUF302 domain-containing protein
ACAH01_RS15980,WP_372480893.1,class I SAM-dependent methyltransferase
ACAH01_RS15985,WP_372480894.1,PQQ-binding-like beta-propeller repeat protein
ACAH01_RS15990,WP_372480895.1,ABC transporter substrate-binding protein
ACAH01_RS15995,WP_372480954.1,IucA/IucC family siderophore biosynthesis protein
ACAH01_RS16000,WP_372480896.1,diaminobutyrate--2-oxoglutarate transaminase
ACAH01_RS16005,WP_372480897.1,aspartate aminotransferase family protein
ACAH01_RS16010,WP_372480898.1,IucA/IucC family siderophore biosynthesis protein
ACAH01_RS16015,WP_170092868.1,GNAT family N-acetyltransferase
ACAH01_RS16020,WP_372480899.1,lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein
ACAH01_RS16025,WP_372480900.1,gamma-glutamylputrescine synthetase
ACAH01_RS16030,WP_372480901.1,HpcH/HpaI aldolase/citrate lyase family protein
ACAH01_RS16035,WP_372480902.1,hypothetical protein
ACAH01_RS16040,WP_372480903.1,DUF1328 domain-containing protein
ACAH01_RS16045,WP_372480904.1,glutamate-cysteine ligase family protein
ACAH01_RS16050,WP_372480905.1,hypothetical protein
ACAH01_RS16055,WP_372480906.1,hypothetical protein
ACAH01_RS16060,WP_372480907.1,PRC-barrel domain containing protein
ACAH01_RS16065,WP_372480908.1,GNAT family N-acetyltransferase
ACAH01_RS16070,WP_372480909.1,hypothetical protein
ACAH01_RS16075,WP_372480910.1,CehA/McbA family metallohydrolase
ACAH01_RS16080,WP_372480911.1,diacylglycerol kinase family protein
ACAH01_RS16085,WP_372480912.1,hypothetical protein
ACAH01_RS16090,WP_372480913.1,hypothetical protein
ACAH01_RS16095,WP_372480914.1,hypothetical protein
ACAH01_RS16100,WP_372480915.1,hypothetical protein
ACAH01_RS16105,WP_372480916.1,helix-turn-helix domain-containing protein
ACAH01_RS16110,WP_372480917.1,helix-turn-helix domain-containing protein
ACAH01_RS16115,WP_372480918.1,PAS domain S-box protein
ACAH01_RS16120,WP_372480919.1,DUF4112 domain-containing protein
ACAH01_RS16125,WP_372480920.1,hypothetical protein
ACAH01_RS16130,WP_372480921.1,hypothetical protein
ACAH01_RS16135,WP_372480922.1,NAD-dependent epimerase/dehydratase family protein
ACAH01_RS16140,WP_372480923.1,hypothetical protein
ACAH01_RS16145,WP_372480924.1,sugar phosphate isomerase/epimerase family protein
ACAH01_RS16150,WP_372480925.1,Gfo/Idh/MocA family protein
ACAH01_RS16155,WP_372480926.1,glycosyltransferase
ACAH01_RS16160,WP_372480927.1,hypothetical protein
ACAH01_RS16165,WP_208628536.1,four-helix bundle copper-binding protein
ACAH01_RS16170,WP_372480928.1,transposase
ACAH01_RS16175,WP_372480929.1,ATP-binding cassette domain-containing protein
ACAH01_RS16180,WP_372480930.1,ABC transporter permease
ACAH01_RS16185,WP_372480931.1,ABC transporter substrate-binding protein
ACAH01_RS16190,WP_170095385.1,metal ABC transporter permease
ACAH01_RS16195,WP_372480932.1,metal ABC transporter ATP-binding protein
ACAH01_RS16200,WP_372480933.1,metal ABC transporter substrate-binding protein
ACAH01_RS16205,WP_372480934.1,ABC transporter substrate-binding protein
ACAH01_RS16210,WP_372480935.1,PAS domain S-box protein
ACAH01_RS16215,WP_372480936.1,ABC transporter substrate-binding protein
ACAH01_RS16220,WP_372480937.1,UvrD-helicase domain-containing protein
ACAH01_RS16225,WP_372480938.1,hypothetical protein
ACAH01_RS16230,WP_372480939.1,phage integrase SAM-like domain-containing protein
ACAH01_RS16235,WP_372480940.1,hypothetical protein
ACAH01_RS16240,WP_372480941.1,hypothetical protein
ACAH01_RS16245,WP_372480942.1,hypothetical protein
ACAH01_RS16250,WP_170095400.1,ParA family protein
ACAH01_RS16255,WP_372480943.1,serine/threonine protein kinase
ACAH01_RS16260,WP_372480944.1,hypothetical protein
ACAH01_RS16265,WP_372480945.1,restriction endonuclease
ACAH01_RS16270,WP_372480946.1,DUF1810 domain-containing protein
ACAH01_RS16275,WP_153554979.1,TCP-1/cpn60 chaperonin family protein
ACAH01_RS16280,WP_372480947.1,protein kinase
ACAH01_RS16285,WP_372480948.1,PQQ-binding-like beta-propeller repeat protein
ACAH01_RS16290,WP_170095406.1,hypothetical protein
ACAH01_RS16295,WP_372480949.1,protein kinase
ACAH01_RS16300,WP_372480950.1,HEAT repeat domain-containing protein
ACAH01_RS16305,WP_372480951.1,protein kinase
ACAH01_RS16310,WP_208628586.1,hypothetical protein
ACAH01_RS16315,WP_372480952.1,hypothetical protein
ACAH01_RS16320,WP_372480820.1,hypothetical protein
ACAH01_RS16325,WP_372480821.1,PP2C family serine/threonine-protein phosphatase
ACAH01_RS16330,WP_170095415.1,glutaredoxin family protein
ACAH01_RS16335,WP_372480822.1,GTP 3'%2C8-cyclase MoaA
